contract_award_unique_key,award_id_piid,total_obligated_amount,current_total_value_of_award,award_base_action_date,award_base_action_date_fiscal_year,awarding_agency_name,awarding_sub_agency_name,recipient_uei,recipient_name,recipient_parent_name,primary_place_of_performance_county_name,primary_place_of_performance_state_code,primary_place_of_performance_state_name,award_type,prime_award_base_transaction_description,naics_code,naics_description,extent_competed,type_of_set_aside,number_of_offers_received
CONT_AWD_N0001924F5559_9700_N0001922G0006_9700,N0001924F5559,137356252.91,137356252.91,2024-09-11,2024,Department of Defense,Department of the Navy,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,EW POD KITS,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001924F5560_9700_N0001922G0004_9700,N0001924F5560,5982413.48,5982413.48,2024-05-08,2024,Department of Defense,Department of the Navy,GURMFDFLENX4,"KRATOS UNMANNED AERIAL SYSTEMS, INC","KRATOS UNMANNED AERIAL SYSTEMS, INC",SAINT MARYS,MD,MARYLAND,DELIVERY ORDER,PARTS PROCUREMENT FISCAL YEAR (FY) 2024 AND MISSION KITS IN SUPPORT OF BQM-177A,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001924F5565_9700_N0001922G0006_9700,N0001924F5565,57935380.0,58810515.0,2024-02-26,2024,Department of Defense,Department of the Navy,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,DAAS/SMART SENSOR NRE,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001924F5567_9700_N0001921G0017_9700,N0001924F5567,418783898.0,505660097.98,2023-10-26,2024,Department of Defense,Department of the Navy,HJP4JZG1FUL9,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TIOGA,NY,NEW YORK,DELIVERY ORDER,"MH-60R AIRCRAFT, STANDARD CONFIGURATION",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925C0012_9700_-NONE-_-NONE-,N0001925C0012,17192439.0,17192439.0,2025-05-05,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DEFINITIVE CONTRACT,"THE GREECE INTEGRATION CONTRACT EXECUTION TO PROVIDE INITIAL SETUP, PROGRAM MANAGEMENT, MAINTENANCE, AND FOLLOW-ON SUPPORT FOR A NEW COUNTRY PURCHASING F-35S.",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925C0062_9700_-NONE-_-NONE-,N0001925C0062,90371858.54,90371858.54,2024-12-05,2025,Department of Defense,Department of the Navy,Z6JANCX7H1L7,LEONARDO UK LTD,LEONARDO S.P.A.,,,,DEFINITIVE CONTRACT,FY25 ALQ-260 AED PROCUREMENT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925C0065_9700_-NONE-_-NONE-,N0001925C0065,591486317.23,591486317.23,2024-11-26,2025,Department of Defense,Department of the Navy,NBSLHP77ZJQ1,RAYTHEON COMPANY,RTX CORP,LOS ANGELES,CA,CALIFORNIA,DEFINITIVE CONTRACT,"NGJ-MB PRODUCTION LOT 4 SYSTEM SHIPSETS, SPARES AND NRE",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925C0068_9700_-NONE-_-NONE-,N0001925C0068,4890878.0,72107096.0,2025-07-29,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DEFINITIVE CONTRACT,AWARD MVCR CONTRACT- LOE HOURS AND MATERIALS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925C0070_9700_-NONE-_-NONE-,N0001925C0070,4524582239.0,4524582239.0,2024-11-22,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DEFINITIVE CONTRACT,"THE PURPOSE OF THIS CONTRACT IS TO AWARD LONG LEAD FUNDING FOR F-35A, F-35B, AND F-35C AIRCRAFT FOR U.S. SERVICES, NON-DOD PARTNERS, AND FMS CUSTOMERS.",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925C0104_9700_-NONE-_-NONE-,N0001925C0104,582289010.65,582289010.65,2025-05-15,2025,Department of Defense,Department of the Navy,NBSLHP77ZJQ1,RAYTHEON COMPANY,RTX CORP,LOS ANGELES,CA,CALIFORNIA,DEFINITIVE CONTRACT,NGJ-MB PRODUCTION LOT 5 SYSTEM SHIPSETS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925C0117_9700_-NONE-_-NONE-,N0001925C0117,29517277.54,29517277.54,2025-07-25,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DEFINITIVE CONTRACT,JAPAN INTEGRATION CONTRACT INCREMENT 3 FOR CONTINUED SUPPORT OF THE THREE F-35 SITES AND THE STANDUP AND SUPPORT OF THE KOMAKI SITE,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0003_9700_N0001922G0009_9700,N0001925F0003,610000.0,1571428.89,2024-12-23,2025,Department of Defense,Department of the Navy,F9AVUZ8YBGQ6,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,BALL CORPORATION,SUFFOLK,NY,NEW YORK,DELIVERY ORDER,ENGINEERING & SUSTAINMENT ANALYSIS 2025,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT AVAILABLE FOR COMPETITION,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0017_9700_N0001922G0006_9700,N0001925F0017,35040208.24,35040208.24,2025-05-30,2025,Department of Defense,Department of the Navy,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,-25 RSO SPARES,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0018_9700_N0001922G0004_9700,N0001925F0018,302576.0,302576.0,2025-07-14,2025,Department of Defense,Department of the Navy,GURMFDFLENX4,"KRATOS UNMANNED AERIAL SYSTEMS, INC","KRATOS UNMANNED AERIAL SYSTEMS, INC",VENTURA,CA,CALIFORNIA,DELIVERY ORDER,BQM-177A BLOCK 1A UPGRADE,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0031_9700_N0001922D0004_9700,N0001925F0031,141442970.33,141442970.33,2024-12-19,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,MAINTENANCE SYSTEMS OPERATIONAL DATA INTEGRATED NETWORK (ODIN) HARDWARE (MOHW) INDEFINITE-DELIVERY/INDEFINITE-QUANTITY (IDIQ) CONTRACT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0032_9700_N0001922G0004_9700,N0001925F0032,424417.0,424417.0,2025-07-24,2025,Department of Defense,Department of the Navy,GURMFDFLENX4,"KRATOS UNMANNED AERIAL SYSTEMS, INC","KRATOS UNMANNED AERIAL SYSTEMS, INC",VENTURA,CA,CALIFORNIA,DELIVERY ORDER,FY25 COMPONENT REPAIR,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0033_9700_FA857619D0001_9700,N0001925F0033,11312163.0,22812735.0,2025-07-24,2025,Department of Defense,Department of the Navy,GWFBQY413N79,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,LOS ANGELES,CA,CALIFORNIA,DELIVERY ORDER,LN-100M (PMW/A-170) NEW DELIVERY ORDER.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_N0001925F0034_9700_N0001920D0007_9700,N0001925F0034,1665247.0,1665247.0,2024-10-25,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,F-35 MAINTENANCE SYSTEM TRAINING COURSEWARE,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0035_9700_N0001921G0005_9700,N0001925F0035,512463.0,512463.0,2024-12-13,2025,Department of Defense,Department of the Navy,QN1BCFY7JDJ5,RTX CORPORATION,ROCKWELL COLLINS AUSTRALIA PTY LIMITED,HARTFORD,CT,CONNECTICUT,DELIVERY ORDER,GAM IMPLEMENTATION SUPPORT EFFORT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0041_9700_N0001923D0004_9700,N0001925F0041,3669350.93,4999806.94,2024-10-03,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,GFE ENGINE PRODUCTION LINE LABOR,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0044_9700_N0001923G0001_9700,N0001925F0044,417000.0,417000.0,2025-04-23,2025,Department of Defense,Department of the Navy,TBLKC12FCDH8,"ELBITAMERICA, INC.",ELBIT SYSTEMS LTD,TARRANT,TX,TEXAS,DELIVERY ORDER,CMV NIGHT HEADS-UP DISPLAY (HUD),336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0047_9700_N0001924G0010_9700,N0001925F0047,576643.0,576643.0,2024-11-05,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,PRELIMINARY ACTIVITIES FOR GREECE,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0050_9700_N0001922G0006_9700,N0001925F0050,1978770.94,1978770.94,2024-11-20,2025,Department of Defense,Department of the Navy,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,MSATS/GDT COMPUTER,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0058_9700_N0001924G0010_9700,N0001925F0058,1488509.0,1488509.0,2024-11-05,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,CROSSWIND EXPANSION F-35A BI-LAT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0075_9700_N0001923G0001_9700,N0001925F0075,1120541.65,1120541.65,2025-02-27,2025,Department of Defense,Department of the Navy,TBLKC12FCDH8,"ELBITAMERICA, INC.",ELBIT SYSTEMS LTD,TARRANT,TX,TEXAS,DELIVERY ORDER,NON-RECURRING ENGINEERING,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0077_9700_N0001921G0012_9700,N0001925F0077,6188351.0,6188351.0,2024-11-22,2025,Department of Defense,Department of the Navy,N5QUZAYGPKM3,BELL TEXTRON INC,TEXTRON INC,TARRANT,TX,TEXAS,DELIVERY ORDER,PRODUCTION LINE TRANSITION (PLT) PHASE I,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0083_9700_N0001922G0006_9700,N0001925F0083,2317405.97,2317405.97,2024-11-13,2025,Department of Defense,Department of the Navy,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,WING MONITORS & C-BAND RECEIVER/TRANSMITTERS,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0090_9700_N0001924G0010_9700,N0001925F0090,583219749.0,612996398.0,2025-07-31,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,THIS CONTRACT PROCURES INITIAL SPARE PARTS FOR FY25 PRODUCTION F-35 AIRCRAFT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0097_9700_N0001924G0010_9700,N0001925F0097,315079.0,315079.0,2024-10-18,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,FMS 1: ISRAEL MATERIAL LAY-IN,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0118_9700_N0001923D0015_9700,N0001925F0118,571226.4,571226.4,2024-10-29,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,THE PURPOSE OF THIS TASK ORDER IS TO PROVIDE FY25 LOGISTICS SUPPORT REPRESENTATIVE (LSR) SUPPORT FOR PMA 261 NAVAIR HEAVY LIFT HELICOPTERS.,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F0120_9700_N0001924G0010_9700,N0001925F0120,56975692.0,107043651.0,2024-12-13,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,POWER THERMAL MANAGEMENT UPGRADE SYSTEMS ANALYSIS UNDEFINITIZED CONTRACT ACTION,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0122_9700_N0001922D0007_9700,N0001925F0122,8352976.0,13815230.0,2025-04-17,2025,Department of Defense,Department of the Navy,M8JLMEHJADQ5,THE BOEING COMPANY,THE BOEING COMPANY,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,FLEET SUPPORT AND SUSTAINMENT,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F0124_9700_N0001921G0017_9700,N0001925F0124,3879104.0,3879104.0,2025-01-14,2025,Department of Defense,Department of the Navy,HJP4JZG1FUL9,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,TIOGA,NY,NEW YORK,DELIVERY ORDER,TOFT INDIA,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0132_9700_N0001922D0013_9700,N0001925F0132,3367274.34,3367274.34,2024-11-12,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,TIOGA,NY,NEW YORK,DELIVERY ORDER,PRESIDIQ LABOR/ENGINEERING APN,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0137_9700_N0001924G0010_9700,N0001925F0137,18291599.0,41646305.0,2025-01-03,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,ENGINEERING INTEGRATION SUPPORT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0139_9700_N0001922D0024_9700,N0001925F0139,16538084.4,16538084.4,2024-12-03,2025,Department of Defense,Defense Contract Management Agency,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,CY 2025 PRODUCT SUPPORT MAINTENANCE,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0141_9700_N0001923D0008_9700,N0001925F0141,15842890.0,15842890.0,2024-11-20,2025,Department of Defense,Department of the Navy,GFLRXRHACMM9,"ARGON ST, INC.",THE BOEING COMPANY,FAIRFAX,VA,VIRGINIA,DELIVERY ORDER,FY25 ARGON SOLE SOURCE MISD LOW BAND SUITE HARDWARE,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_N0001925F0148_9700_N0001923D0012_9700,N0001925F0148,6887331.89,6887331.89,2024-11-12,2025,Department of Defense,Department of the Navy,DD2QET4D27T3,"SIERRA NEVADA COMPANY, LLC",SIERRA NEVADA CORPORATION,WASHOE,NV,NEVADA,DELIVERY ORDER,SNC MISD PLANNING & GENERAL REPORTING 11/24-11/26,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_N0001925F0149_9700_N0001923D0015_9700,N0001925F0149,3199720.14,3199720.14,2025-02-06,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,THE PURPOSE OF THIS DELIVERY ORDER IS TO PROCURE PROVISIONING DATA FROM SUPPLIERS.,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F0158_9700_N0001918D0001_9700,N0001925F0158,30494533.95,30494533.95,2024-12-09,2025,Department of Defense,Department of the Navy,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,F/A-18E/F OP24 PPP SLM AIRCRAFT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0160_9700_N0001918D0001_9700,N0001925F0160,69749135.82,69749135.82,2024-12-13,2025,Department of Defense,Department of the Navy,JJM4FRDZJDX1,THE BOEING COMPANY,THE BOEING COMPANY,SAINT LOUIS,MO,MISSOURI,DELIVERY ORDER,F/A-18E/F SLM AIRCRAFT OP24 SAT LOT 3,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0184_9700_N0001924G0010_9700,N0001925F0184,1201380.0,1201380.0,2024-12-23,2025,Department of Defense,Defense Contract Management Agency,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,F-35 LIGHTNING II - CPFF LOE ORDERS,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0191_9700_N0001920D0007_9700,N0001925F0191,1913006.6,1913006.6,2024-12-19,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,USER ACCEPTANCE TEST,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0196_9700_N0001923D0008_9700,N0001925F0196,6486866.34,6486866.34,2024-12-20,2025,Department of Defense,Department of the Navy,GFLRXRHACMM9,"ARGON ST, INC.",THE BOEING COMPANY,FAIRFAX,VA,VIRGINIA,DELIVERY ORDER,FY25 ARGON MISD 10 CHANNEL COMMON CHASSIS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_N0001925F0200_9700_N0001923D0012_9700,N0001925F0200,46216601.0,46216601.0,2024-12-20,2025,Department of Defense,Department of the Navy,DD2QET4D27T3,"SIERRA NEVADA COMPANY, LLC",SIERRA NEVADA CORPORATION,WASHOE,NV,NEVADA,DELIVERY ORDER,MISD HIGH-BAND HARDWARE FY25 DELIVERY ORDER.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_N0001925F0203_9700_N0001924G0010_9700,N0001925F0203,2000000.0,2000000.0,2024-12-17,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,SYSTEMS MODERNIZATION WORKING GROUP 12,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0206_9700_N0001924D0113_9700,N0001925F0206,107915875.2,99035297.97,2024-12-23,2025,Department of Defense,Department of the Navy,H7KFX5RH75K3,"SPARTON DELEON SPRINGS, LLC",RTX CORP,VOLUSIA,FL,FLORIDA,DELIVERY ORDER,AN/SSQ-125(MHDC) (FY25),334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_N0001925F0212_9700_N0001923D0022_9700,N0001925F0212,492203.0,492203.0,2024-12-12,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,ENGINE THRUST MOUNT CLAMP CRS - A/B/C VARIANT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
CONT_AWD_N0001925F0227_9700_N0001921G0005_9700,N0001925F0227,4242754.0,4242755.0,2025-01-16,2025,Department of Defense,Department of the Navy,QN1BCFY7JDJ5,RTX CORPORATION,RTX CORP,HARTFORD,CT,CONNECTICUT,DELIVERY ORDER,PRIOR TO FIRST AIRCRAFT ARRIVAL (PFAA) CONTRACTOR SUPPORT,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0228_9700_N0001923D0012_9700,N0001925F0228,17672203.78,17672203.78,2024-12-20,2025,Department of Defense,Department of the Navy,DD2QET4D27T3,"SIERRA NEVADA COMPANY, LLC",SIERRA NEVADA CORPORATION,WASHOE,NV,NEVADA,DELIVERY ORDER,FY25 MISD SNC COMMON CHASSIS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,
CONT_AWD_N0001925F0229_9700_N0001923D0011_9700,N0001925F0229,46725180.93,55134651.0,2024-12-18,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,VH SUSTAINMENT SUPPORT FY25 PMA-274,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F0234_9700_N0001923D0015_9700,N0001925F0234,2122334.0,2122334.0,2025-02-13,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,THE PURPOSE OF THIS DELIVERY ORDER IS TO COMPLETE THE REMAINING NON-RECURRING ENGINEERING (NRE) ON THE LIGHTNING ISOLATOR CONFIGURATION CHANGE FOR RETROFIT-A AND RETROFIT-B.,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F0235_9700_N0001924G0010_9700,N0001925F0235,809519.0,809519.0,2025-06-10,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,LOT 17 MATERIAL,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0
CONT_AWD_N0001925F0248_9700_N0001923D0015_9700,N0001925F0248,1344343.59,1344343.59,2025-02-12,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,THE PURPOSE OF THIS DELIVERY ORDER IS TO COMPLETE THE REMAINING NON-RECURRING ENGINEERING (NRE) ON THE DESIGN VERIFIED CARGO RAMP BUSHINGS CONFIGURATION CHANGE.,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F0255_9700_N0001923D0015_9700,N0001925F0255,1002652.0,1002652.0,2025-05-09,2025,Department of Defense,Department of the Navy,UTJWTSLMFNG4,SIKORSKY AIRCRAFT CORPORATION,LOCKHEED MARTIN CORP,FAIRFIELD,CT,CONNECTICUT,DELIVERY ORDER,SOFTWARE,336411,AIRCRAFT MANUFACTURING,NOT AVAILABLE FOR COMPETITION,,
CONT_AWD_N0001925F0270_9700_N0001922D0004_9700,N0001925F0270,132042986.91,132042986.91,2025-07-09,2025,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,TARRANT,TX,TEXAS,DELIVERY ORDER,MAINTENANCE SYSTEMS OPERATIONAL DATA INTEGRATED NETWORK (ODIN) HARDWARE (MOHW) INDEFINITE-DELIVERY/INDEFINITE-QUANTITY (IDIQ) DELIVERY ORDER,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,
